
                  BEAST v1.8.1, 2002-2014
       Bayesian Evolutionary Analysis Sampling Trees
                 Designed and developed by
   Alexei J. Drummond, Andrew Rambaut and Marc A. Suchard
                              
               Department of Computer Science
                   University of Auckland
                  alexei@cs.auckland.ac.nz
                              
             Institute of Evolutionary Biology
                  University of Edinburgh
                     a.rambaut@ed.ac.uk
                              
              David Geffen School of Medicine
           University of California, Los Angeles
                     msuchard@ucla.edu
                              
                Downloads, Help & Resources:
                 	http://beast.bio.ed.ac.uk
                              
Source code distributed under the GNU Lesser General Public License:
            	http://code.google.com/p/beast-mcmc
                              
                     BEAST developers:
	Alex Alekseyenko, Guy Baele, Trevor Bedford, Filip Bielejec, Erik Bloomquist, Matthew Hall,
	Joseph Heled, Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li,
	Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel,
          	Oliver Pybus, Chieh-Hsi Wu, Walter Xie
                              
                         Thanks to:
    	Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Using BEAGLE library v2.1.2 for accelerated, parallel likelihood evaluation
2009-2013, BEAGLE Working Group - http://beagle-lib.googlecode.com/
Citation: Ayres et al (2012) Systematic Biology 61: 170-173 | doi:10.1093/sysbio/syr100



Random number seed: 1428625469005



Loading additional development parsers from development_parsers.properties, which is additional set of parsers only available for development version ...

Parsing XML file: separatebeastinfile.xml
  File encoding: UTF8
Looking for plugins in /fh/fast/bloom_j/grp/Heather/TcellEpitopeComparisons/swine/HA_H3/plugins
Read alignment: alignment
  Sequences = 57
      Sites = 566
   Datatype = amino acid
Site patterns 'patterns' created from positions 1-566 of alignment 'alignment'
  pattern count = 566
Creating the tree model, 'treeModel'
  initial tree topology = (((((((((((2003A/swine/Italy/268086/2003|EU982298|2003.,2006A/swine/Italy/66945/2006|EU037014|2006.),1999A/swine/Bakum/8602/99|EF409250|1999.),(1999A/swine/HongKong/5190/99|AY363519|1999.,2000A/swine/Italy/9181/2000|DQ975266|2000.)),2005A/swine/Italy/30574/2005|EU045372|2005.),(1994A/Swine/Italy/25823/94|AF213903|1994.,2004A/swine/Spain/54008/2004|CY010564|2004.)),((((1991A/Swine/Netherlands/784/91|AF092057|1991.,1995A/swine/Germany/Vi3161/95|AM920723|1995.),(1992A/swine/Italy/1188/1992|DQ975258|1992.,1993A/Swine/Netherlands/849/93|AF092054|1993.)),1983A/swine/Italy/309/1983|X73489|1983.),1987A/swine/Italy/635/1987|X73491|1987.)),((((2001A/swine/Spain/33601/2001|CY009372|2001.,2002A/swine/Spain/42386/2002|CY020501|2002.),2003A/swine/Nordkirchen/IDT1993/2003|EU924271|2003.247),1997A/swine/Germany/SEC27/97|AM920733|1997.),2007A/swine/Italy/10659-1/2007|EU982295|2007.)),((((2001A/swine/Italy/7680/2001|EU045365|2001.,2002A/swine/Spain/39139/2002|CY009380|2002.),1987A/swine/Italy/636/87|AJ293928|1987.),2004A/swine/Italy/297576/2004|EU045371|2004.),1988A/swine/Italy/729/1988|DQ975256|1988.)),(((((((1995A/swine/Italy/1380-2/1995|DQ975260|1995.,2003A/swine/Bissendorf/IDT1864/2003|GQ161170|2003.211),1998A/swine/Italy/1510/98|AJ293932|1998.),1985A/swine/Italy/520/85|X73490|1985.),1996A/swine/Italy/1477/96|AJ293931|1996.),1992A/swine/Italy/1243/92|AJ293929|1992.),(1993A/Swine/Netherlands/L2/93|AF092056|1993.,2000A/swine/HongKong/7982/00|AY363522|2000.)),1997A/swine/Lohne/1/97|EF409249|1997.)),((((((1992A/swine/IDT/Re220/92|AY701752|1992.,1998A/swine/Flanders/1/1998|FJ842116|1998.),1996A/Swine/Oedenrode/7C/96|AF092053|1996.),2006A/swine/Italy/79604/2006|EU045374|2006.),1994A/Swine/Belgium/231/94|AF092055|1994.),1985A/Swine/Utrecht/4/85|AF092058|1985.),(((((1994A/swine/Finistere/510/94|AJ311511|1994.,1998A/swine/Italy/9264/1998|EU045360|1998.),1997A/Swine/Breugel/97|AF092052|1997.),1999A/swine/HongKong/5200/99|AY363520|1999.),(1987A/swine/Italy/630/1987|DQ975255|1987.,2004A/swine/Italy/58356/2004|EU045368|2004.)),(1984A/swine/CotedArmor/3633/84|AJ293933|1984.,2002A/swine/Germany/S043/2002|AM920742|2002.)))),(((((1993A/swine/Bakum/909/93|AJ252130|1993.,2001A/swine/HongKong/9745/01|AY363524|2001.),(2000A/swine/Italy/1962-1/2000|DQ975265|2000.,2007A/swine/Hungary/13509/2007|FJ798772|2007.581)),1984A/Swine/Brabant/84|AF092059|1984.),((1995A/swine/Belgium/87/95|AJ293927|1995.,2007A/swine/Italy/50127/2007|EU982296|2007.),(1996A/swine/Jena/5/1996|EF409248|1996.,2006A/swine/Italy/114347/2006|EU045376|2006.))),1984A/swine/Ukkel/1/1984|M73775|1984.))
  tree height = 1171.6896269136032
Using strict molecular clock model.
Creating site model.
Using BEAGLE TreeLikelihood
  Branch rate model used: strictClockBranchRates
  Using BEAGLE resource 0: CPU
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_NONE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
  Ignoring ambiguities in tree likelihood.
  With 566 unique site patterns.
  Using rescaling scheme : delayed
Optimization Schedule: log
Likelihood computation is using an auto sizing thread pool.
Creating the MCMC chain:
  chainLength=30000000
  autoOptimize=true
  autoOptimize delayed for 10000 steps
# BEAST v1.8.1, r6542
# Generated Thu Apr 09 17:24:29 PDT 2015 [seed=1428625469005]
state	Posterior   	Prior       	Likelihood  	rootHeight  	clock.rate  
13824000	-4489.0171  	-203.4809   	-4285.5361  	30.2946     	3.77424E-3  	0.45 hours/million states
13825000	-4483.6421  	-200.9195   	-4282.7226  	31.0134     	3.67894E-3  	0.45 hours/million states
13826000	-4484.0337  	-202.5210   	-4281.5127  	32.6223     	3.39921E-3  	0.45 hours/million states
13827000	-4481.5288  	-204.2614   	-4277.2674  	32.1298     	3.70733E-3  	0.45 hours/million states
13828000	-4482.1575  	-202.1370   	-4280.0205  	31.3109     	4.06157E-3  	0.45 hours/million states
13829000	-4479.9387  	-200.7728   	-4279.1659  	33.4191     	3.53114E-3  	0.45 hours/million states
13830000	-4486.7490  	-196.5815   	-4290.1675  	31.0335     	4.24294E-3  	0.45 hours/million states
13831000	-4475.6338  	-196.0969   	-4279.5369  	30.8318     	4.28998E-3  	0.45 hours/million states
13832000	-4492.3653  	-203.1360   	-4289.2293  	30.6476     	3.69907E-3  	0.45 hours/million states
13833000	-4482.6315  	-202.6157   	-4280.0158  	33.0016     	3.65288E-3  	0.45 hours/million states
13834000	-4484.3993  	-202.6155   	-4281.7837  	31.3278     	3.70966E-3  	0.45 hours/million states
13835000	-4500.8295  	-209.1992   	-4291.6303  	36.2613     	3.01329E-3  	0.45 hours/million states
13836000	-4490.0276  	-206.7922   	-4283.2355  	32.2317     	3.56369E-3  	0.45 hours/million states
13837000	-4482.6970  	-203.5594   	-4279.1376  	32.6648     	3.80023E-3  	0.45 hours/million states
13838000	-4484.0994  	-200.4181   	-4283.6813  	33.8708     	3.56354E-3  	0.45 hours/million states
13839000	-4475.5104  	-198.7134   	-4276.7970  	30.7774     	3.64357E-3  	0.45 hours/million states
13840000	-4478.2601  	-203.0433   	-4275.2168  	32.0564     	3.70447E-3  	0.45 hours/million states
13841000	-4484.6796  	-205.9856   	-4278.6940  	35.3189     	3.37881E-3  	0.45 hours/million states
13842000	-4490.8030  	-203.6604   	-4287.1426  	33.7243     	3.69255E-3  	0.45 hours/million states
13843000	-4481.7408  	-200.7676   	-4280.9732  	31.0160     	4.07768E-3  	0.45 hours/million states
13844000	-4486.5220  	-207.5307   	-4278.9912  	32.1261     	3.49704E-3  	0.45 hours/million states
13845000	-4486.4521  	-206.7071   	-4279.7450  	31.6812     	3.353E-3    	0.45 hours/million states
13846000	-4477.4648  	-202.2009   	-4275.2639  	36.2321     	3.58051E-3  	0.45 hours/million states
13847000	-4482.4740  	-204.5608   	-4277.9132  	32.0893     	3.51237E-3  	0.45 hours/million states
13848000	-4483.3948  	-201.1717   	-4282.2232  	32.6407     	3.50753E-3  	0.45 hours/million states
13849000	-4482.4186  	-197.8276   	-4284.5910  	33.4718     	3.58275E-3  	0.45 hours/million states
13850000	-4481.9708  	-194.5081   	-4287.4627  	30.2534     	4.26235E-3  	0.45 hours/million states
13851000	-4479.6564  	-196.6540   	-4283.0024  	31.4919     	3.91311E-3  	0.45 hours/million states
13852000	-4465.7483  	-192.5229   	-4273.2254  	30.2235     	3.90441E-3  	0.45 hours/million states
13853000	-4473.4797  	-187.7313   	-4285.7484  	31.3896     	3.85177E-3  	0.45 hours/million states
13854000	-4472.8597  	-196.3192   	-4276.5405  	32.7879     	4.28311E-3  	0.45 hours/million states
13855000	-4476.0521  	-193.8626   	-4282.1896  	30.6521     	3.71372E-3  	0.45 hours/million states
13856000	-4475.4156  	-196.5563   	-4278.8593  	33.6088     	4.24341E-3  	0.45 hours/million states
13857000	-4489.1767  	-197.4771   	-4291.6996  	29.4668     	4.22149E-3  	0.45 hours/million states
13858000	-4489.1077  	-199.2489   	-4289.8588  	31.7148     	3.87475E-3  	0.45 hours/million states
13859000	-4480.0849  	-189.8230   	-4290.2619  	30.7386     	4.22191E-3  	0.45 hours/million states
13860000	-4481.0679  	-193.0140   	-4288.0538  	30.3333     	3.73349E-3  	0.45 hours/million states
13861000	-4469.7110  	-194.7554   	-4274.9556  	32.2222     	3.63842E-3  	0.45 hours/million states
13862000	-4473.6636  	-202.8632   	-4270.8004  	33.1692     	3.36295E-3  	0.45 hours/million states
13863000	-4478.6015  	-199.8140   	-4278.7874  	32.5287     	3.69542E-3  	0.45 hours/million states
13864000	-4476.1721  	-200.1131   	-4276.0590  	33.3355     	3.79639E-3  	0.45 hours/million states
13865000	-4481.0747  	-198.6777   	-4282.3970  	33.8692     	3.97729E-3  	0.45 hours/million states
13866000	-4486.0802  	-202.8030   	-4283.2772  	30.9845     	3.48846E-3  	0.45 hours/million states
13867000	-4479.8886  	-196.9967   	-4282.8919  	31.0054     	4.04301E-3  	0.45 hours/million states
13868000	-4481.2613  	-198.6009   	-4282.6603  	30.7954     	4.02067E-3  	0.45 hours/million states
13869000	-4487.6207  	-197.2455   	-4290.3752  	32.2421     	3.84903E-3  	0.45 hours/million states
13870000	-4478.0521  	-191.6830   	-4286.3691  	29.4689     	4.11622E-3  	0.45 hours/million states
13871000	-4474.0237  	-182.5217   	-4291.5019  	30.4767     	4.37114E-3  	0.45 hours/million states
13872000	-4478.1340  	-192.8037   	-4285.3304  	32.5637     	4.10729E-3  	0.45 hours/million states
13873000	-4481.6478  	-200.3618   	-4281.2860  	31.5550     	3.80067E-3  	0.45 hours/million states
13874000	-4475.7074  	-188.8442   	-4286.8632  	30.9842     	4.25726E-3  	0.45 hours/million states
13875000	-4481.6702  	-197.4823   	-4284.1879  	32.1400     	3.45932E-3  	0.45 hours/million states
13876000	-4474.5256  	-197.8311   	-4276.6945  	32.7537     	3.973E-3    	0.45 hours/million states
13877000	-4470.1113  	-196.6126   	-4273.4986  	30.7571     	3.50456E-3  	0.45 hours/million states
13878000	-4483.9807  	-203.2637   	-4280.7170  	34.4060     	3.62193E-3  	0.45 hours/million states
13879000	-4484.5717  	-208.4655   	-4276.1062  	35.2130     	3.43051E-3  	0.45 hours/million states
13880000	-4484.5650  	-197.9750   	-4286.5901  	33.3942     	3.80444E-3  	0.45 hours/million states
13881000	-4484.4831  	-198.0305   	-4286.4526  	32.5307     	3.93154E-3  	0.45 hours/million states
13882000	-4486.0467  	-200.9098   	-4285.1369  	31.9503     	3.58236E-3  	0.45 hours/million states
13883000	-4474.6250  	-200.0445   	-4274.5804  	29.7535     	3.85689E-3  	0.45 hours/million states
13884000	-4482.0692  	-199.5980   	-4282.4712  	30.5440     	4.2201E-3   	0.45 hours/million states
13885000	-4474.0741  	-185.5114   	-4288.5627  	33.7083     	4.31594E-3  	0.45 hours/million states
13886000	-4472.8348  	-186.7242   	-4286.1105  	30.7380     	4.11977E-3  	0.45 hours/million states
13887000	-4480.8291  	-186.0064   	-4294.8228  	31.1238     	4.27523E-3  	0.45 hours/million states
13888000	-4466.1365  	-183.0528   	-4283.0837  	29.4027     	4.52049E-3  	0.45 hours/million states
13889000	-4467.6184  	-186.2199   	-4281.3985  	32.3399     	4.44297E-3  	0.45 hours/million states
13890000	-4476.8406  	-188.4723   	-4288.3683  	31.8378     	4.10171E-3  	0.45 hours/million states
13891000	-4475.3576  	-191.3235   	-4284.0341  	29.4284     	4.43776E-3  	0.45 hours/million states
13892000	-4483.9675  	-191.9626   	-4292.0049  	30.4043     	3.68439E-3  	0.45 hours/million states
13893000	-4478.4325  	-194.7683   	-4283.6642  	30.0744     	4.22843E-3  	0.45 hours/million states
13894000	-4484.4665  	-197.4002   	-4287.0664  	33.2901     	4.19678E-3  	0.45 hours/million states
13895000	-4476.2743  	-190.6138   	-4285.6606  	31.7618     	4.0019E-3   	0.45 hours/million states
13896000	-4479.7455  	-193.2458   	-4286.4997  	31.6798     	3.70131E-3  	0.45 hours/million states
13897000	-4478.8025  	-197.4442   	-4281.3584  	31.0046     	3.89413E-3  	0.45 hours/million states
13898000	-4495.8309  	-199.8860   	-4295.9450  	33.8184     	3.65709E-3  	0.45 hours/million states
13899000	-4485.2583  	-198.6673   	-4286.5911  	32.5731     	3.76469E-3  	0.45 hours/million states
13900000	-4476.1420  	-201.6571   	-4274.4849  	33.1511     	3.75325E-3  	0.45 hours/million states
13901000	-4470.4179  	-195.3150   	-4275.1029  	34.1508     	3.79248E-3  	0.45 hours/million states
13902000	-4473.8983  	-196.0521   	-4277.8462  	31.9509     	3.78449E-3  	0.45 hours/million states
13903000	-4481.4357  	-204.2818   	-4277.1538  	33.0110     	3.86575E-3  	0.45 hours/million states
13904000	-4482.8754  	-200.4927   	-4282.3827  	34.1111     	3.88302E-3  	0.45 hours/million states
13905000	-4484.3549  	-203.7243   	-4280.6307  	34.1700     	3.56725E-3  	0.45 hours/million states
13906000	-4485.8147  	-207.6919   	-4278.1228  	36.6904     	3.39362E-3  	0.45 hours/million states
13907000	-4497.0252  	-209.4158   	-4287.6094  	34.7763     	3.03901E-3  	0.45 hours/million states
13908000	-4479.8560  	-200.0616   	-4279.7944  	32.2456     	3.5824E-3   	0.45 hours/million states
13909000	-4482.5865  	-204.3426   	-4278.2439  	35.2157     	3.29708E-3  	0.45 hours/million states
13910000	-4481.6025  	-205.1016   	-4276.5010  	33.4634     	3.2322E-3   	0.45 hours/million states
13911000	-4493.1107  	-210.7256   	-4282.3851  	32.3339     	3.53124E-3  	0.45 hours/million states
13912000	-4481.7604  	-202.5496   	-4279.2109  	31.2083     	3.85016E-3  	0.45 hours/million states
13913000	-4487.6212  	-205.3376   	-4282.2837  	31.6899     	3.55442E-3  	0.45 hours/million states
13914000	-4490.1566  	-210.4993   	-4279.6573  	33.9816     	3.23366E-3  	0.45 hours/million states
13915000	-4490.7865  	-204.8267   	-4285.9598  	32.1488     	3.57081E-3  	0.45 hours/million states
13916000	-4492.7112  	-202.8641   	-4289.8471  	32.6698     	3.49383E-3  	0.45 hours/million states
13917000	-4480.1847  	-200.4630   	-4279.7217  	30.9648     	3.27978E-3  	0.45 hours/million states
13918000	-4474.9576  	-188.9239   	-4286.0337  	28.3715     	4.34338E-3  	0.45 hours/million states
13919000	-4480.0581  	-190.4128   	-4289.6453  	30.9924     	4.51587E-3  	0.45 hours/million states
13920000	-4482.7479  	-194.9316   	-4287.8163  	33.2005     	4.16728E-3  	0.45 hours/million states
13921000	-4470.8113  	-196.0131   	-4274.7982  	31.1190     	3.94638E-3  	0.45 hours/million states
13922000	-4487.8269  	-200.9505   	-4286.8764  	33.0475     	3.54332E-3  	0.45 hours/million states
13923000	-4481.9471  	-192.8122   	-4289.1348  	30.4088     	4.49317E-3  	0.45 hours/million states
13924000	-4487.7004  	-203.0469   	-4284.6535  	32.5895     	3.58488E-3  	0.45 hours/million states
13925000	-4489.4177  	-198.4234   	-4290.9944  	31.7500     	3.94713E-3  	0.45 hours/million states
13926000	-4485.2838  	-199.0587   	-4286.2251  	31.7730     	3.99619E-3  	0.45 hours/million states
13927000	-4492.2145  	-196.3150   	-4295.8995  	31.6761     	3.78321E-3  	0.45 hours/million states
13928000	-4471.5675  	-192.2569   	-4279.3107  	30.0120     	4.00377E-3  	0.45 hours/million states
13929000	-4483.5162  	-199.7091   	-4283.8071  	34.1773     	3.56834E-3  	0.45 hours/million states
13930000	-4489.0491  	-195.7290   	-4293.3201  	34.1162     	4.02814E-3  	0.45 hours/million states
13931000	-4486.4824  	-205.1664   	-4281.3160  	30.9081     	3.38398E-3  	0.45 hours/million states
13932000	-4501.1738  	-212.8209   	-4288.3529  	31.5363     	3.2895E-3   	0.45 hours/million states
13933000	-4489.6409  	-202.5073   	-4287.1335  	32.2724     	3.60665E-3  	0.45 hours/million states
13934000	-4494.1438  	-213.4990   	-4280.6448  	32.5714     	3.29368E-3  	0.45 hours/million states
13935000	-4497.3292  	-213.3514   	-4283.9778  	31.9271     	3.63173E-3  	0.45 hours/million states
13936000	-4480.8383  	-206.4351   	-4274.4032  	33.9592     	3.42797E-3  	0.45 hours/million states
13937000	-4486.1966  	-208.0513   	-4278.1453  	34.1044     	3.34032E-3  	0.45 hours/million states
13938000	-4489.9811  	-201.5069   	-4288.4742  	35.1626     	3.30064E-3  	0.45 hours/million states
13939000	-4491.7634  	-209.7154   	-4282.0480  	31.1831     	3.57561E-3  	0.45 hours/million states
13940000	-4492.5534  	-210.6216   	-4281.9318  	31.0311     	3.47777E-3  	0.45 hours/million states
13941000	-4490.5424  	-206.1681   	-4284.3743  	33.8600     	3.41659E-3  	0.45 hours/million states
13942000	-4492.2641  	-205.9344   	-4286.3297  	31.1826     	3.77649E-3  	0.45 hours/million states
13943000	-4490.9792  	-207.1449   	-4283.8343  	32.4622     	3.78643E-3  	0.45 hours/million states
13944000	-4493.4642  	-201.4309   	-4292.0333  	29.1857     	3.62607E-3  	0.45 hours/million states
13945000	-4501.0796  	-213.2547   	-4287.8250  	33.7928     	3.43047E-3  	0.45 hours/million states
13946000	-4500.4565  	-220.5546   	-4279.9019  	34.4110     	2.92041E-3  	0.45 hours/million states
13947000	-4494.5686  	-207.3996   	-4287.1690  	33.5537     	3.34121E-3  	0.45 hours/million states
13948000	-4499.5904  	-210.1049   	-4289.4855  	32.1991     	3.36947E-3  	0.45 hours/million states
13949000	-4492.5161  	-204.8816   	-4287.6344  	36.3256     	3.66898E-3  	0.45 hours/million states
13950000	-4477.2717  	-202.7326   	-4274.5391  	32.4634     	3.47472E-3  	0.45 hours/million states
13951000	-4473.6309  	-196.9934   	-4276.6374  	30.6451     	4.1079E-3   	0.45 hours/million states
13952000	-4473.2742  	-198.0354   	-4275.2388  	34.7656     	3.69747E-3  	0.45 hours/million states
13953000	-4477.9961  	-199.7842   	-4278.2119  	30.5056     	3.4484E-3   	0.45 hours/million states
13954000	-4484.9487  	-199.4545   	-4285.4941  	32.9225     	3.66028E-3  	0.45 hours/million states
13955000	-4493.8526  	-211.9416   	-4281.9110  	34.4437     	2.97061E-3  	0.45 hours/million states
13956000	-4492.7768  	-209.8916   	-4282.8852  	35.1858     	3.42091E-3  	0.45 hours/million states
13957000	-4483.3945  	-207.0799   	-4276.3146  	32.9044     	3.36428E-3  	0.45 hours/million states
13958000	-4486.2146  	-207.9005   	-4278.3141  	33.3517     	3.56089E-3  	0.45 hours/million states
13959000	-4480.9786  	-203.0920   	-4277.8866  	33.6140     	3.3845E-3   	0.45 hours/million states
13960000	-4485.0805  	-196.5324   	-4288.5480  	33.7684     	3.84139E-3  	0.45 hours/million states
13961000	-4487.4949  	-196.9129   	-4290.5820  	33.0342     	3.87177E-3  	0.45 hours/million states
13962000	-4489.5076  	-199.4521   	-4290.0555  	33.6679     	3.60163E-3  	0.45 hours/million states
13963000	-4483.5924  	-194.5579   	-4289.0346  	31.8952     	3.79634E-3  	0.45 hours/million states
13964000	-4487.1754  	-197.0677   	-4290.1077  	32.4868     	3.80559E-3  	0.45 hours/million states
13965000	-4481.2396  	-204.9587   	-4276.2809  	33.5031     	3.52795E-3  	0.45 hours/million states
13966000	-4481.9745  	-201.0703   	-4280.9042  	30.9098     	3.78401E-3  	0.45 hours/million states
13967000	-4481.8509  	-206.5670   	-4275.2839  	32.6805     	3.84578E-3  	0.45 hours/million states
13968000	-4487.9775  	-202.7838   	-4285.1937  	33.4107     	3.36807E-3  	0.45 hours/million states
13969000	-4474.4481  	-200.6977   	-4273.7504  	31.2625     	3.54838E-3  	0.45 hours/million states
13970000	-4484.3393  	-195.4389   	-4288.9004  	32.1200     	3.82615E-3  	0.45 hours/million states
13971000	-4479.8636  	-192.2050   	-4287.6586  	31.5475     	3.70346E-3  	0.45 hours/million states
13972000	-4481.0986  	-193.8086   	-4287.2900  	32.3912     	3.37421E-3  	0.45 hours/million states
13973000	-4471.7629  	-193.3226   	-4278.4403  	30.0923     	4.0739E-3   	0.45 hours/million states
13974000	-4488.8735  	-200.8991   	-4287.9744  	33.9232     	3.92823E-3  	0.45 hours/million states
13975000	-4502.2489  	-208.0721   	-4294.1768  	35.0322     	3.34461E-3  	0.45 hours/million states
13976000	-4487.4752  	-203.4317   	-4284.0435  	32.0672     	3.51778E-3  	0.45 hours/million states
13977000	-4488.9395  	-200.1544   	-4288.7852  	34.7415     	3.6408E-3   	0.45 hours/million states
13978000	-4493.8998  	-197.8600   	-4296.0397  	30.8955     	3.82034E-3  	0.45 hours/million states
13979000	-4478.9584  	-195.5283   	-4283.4301  	35.1348     	3.54845E-3  	0.45 hours/million states
13980000	-4480.2011  	-193.3578   	-4286.8433  	33.4221     	3.86126E-3  	0.45 hours/million states
13981000	-4481.6798  	-195.9068   	-4285.7730  	34.3928     	3.7231E-3   	0.45 hours/million states
13982000	-4477.4973  	-193.1079   	-4284.3894  	31.2978     	3.87758E-3  	0.45 hours/million states
13983000	-4486.4531  	-197.0264   	-4289.4267  	30.4494     	3.78605E-3  	0.45 hours/million states
13984000	-4497.9884  	-198.0439   	-4299.9445  	31.6015     	3.88151E-3  	0.45 hours/million states
13985000	-4499.6152  	-206.8591   	-4292.7561  	32.5024     	3.66002E-3  	0.45 hours/million states
13986000	-4498.0853  	-211.6125   	-4286.4727  	32.3626     	3.22934E-3  	0.45 hours/million states
13987000	-4497.0100  	-213.0435   	-4283.9665  	35.2777     	3.09348E-3  	0.45 hours/million states
13988000	-4493.4976  	-217.4688   	-4276.0288  	37.7600     	3.14956E-3  	0.45 hours/million states
13989000	-4494.0922  	-215.6653   	-4278.4269  	36.7628     	3.18067E-3  	0.45 hours/million states
13990000	-4488.4151  	-207.6516   	-4280.7635  	34.0896     	3.21655E-3  	0.45 hours/million states
13991000	-4489.7694  	-208.1715   	-4281.5979  	34.4517     	3.08624E-3  	0.45 hours/million states
13992000	-4491.4006  	-197.9506   	-4293.4499  	33.8753     	3.71807E-3  	0.45 hours/million states
13993000	-4496.0330  	-201.2262   	-4294.8068  	34.4694     	3.76156E-3  	0.45 hours/million states
13994000	-4483.1099  	-197.3609   	-4285.7490  	30.7638     	3.48583E-3  	0.45 hours/million states
13995000	-4482.5494  	-189.3001   	-4293.2493  	29.1530     	4.22243E-3  	0.45 hours/million states
13996000	-4476.4353  	-192.9611   	-4283.4742  	30.5899     	3.87247E-3  	0.45 hours/million states
13997000	-4476.6631  	-192.8727   	-4283.7904  	31.7179     	3.57761E-3  	0.45 hours/million states
13998000	-4474.9629  	-193.0413   	-4281.9216  	30.9441     	3.99678E-3  	0.45 hours/million states
13999000	-4488.4528  	-199.6537   	-4288.7991  	32.8638     	3.82581E-3  	0.45 hours/million states
14000000	-4480.9600  	-201.4689   	-4279.4911  	33.1833     	3.7361E-3   	0.45 hours/million states
14001000	-4484.8152  	-188.9416   	-4295.8736  	31.8110     	3.93477E-3  	0.45 hours/million states
14002000	-4476.0544  	-190.4934   	-4285.5610  	32.6193     	4.11981E-3  	0.45 hours/million states
14003000	-4474.3939  	-193.5812   	-4280.8127  	31.6667     	3.84928E-3  	0.45 hours/million states
14004000	-4470.7062  	-192.7526   	-4277.9535  	31.8854     	3.89959E-3  	0.45 hours/million states
14005000	-4481.6825  	-190.4922   	-4291.1902  	33.2231     	3.85829E-3  	0.45 hours/million states
14006000	-4472.7159  	-199.9452   	-4272.7707  	33.3232     	3.76217E-3  	0.45 hours/million states
14007000	-4486.0325  	-201.0532   	-4284.9793  	34.2824     	3.948E-3    	0.45 hours/million states
14008000	-4482.0362  	-199.5148   	-4282.5213  	29.4897     	3.7881E-3   	0.45 hours/million states
14009000	-4480.1629  	-203.8725   	-4276.2904  	31.2922     	3.53861E-3  	0.45 hours/million states
14010000	-4489.8375  	-209.7066   	-4280.1309  	31.6398     	3.50457E-3  	0.45 hours/million states
14011000	-4493.1087  	-207.7468   	-4285.3619  	37.6743     	3.59227E-3  	0.45 hours/million states
14012000	-4492.8912  	-203.1835   	-4289.7077  	33.0871     	3.55565E-3  	0.45 hours/million states
14013000	-4476.1817  	-197.2699   	-4278.9118  	31.9965     	3.70508E-3  	0.45 hours/million states
14014000	-4483.5844  	-196.2929   	-4287.2915  	32.3383     	3.97652E-3  	0.45 hours/million states
14015000	-4474.5505  	-197.3453   	-4277.2052  	35.1785     	3.31119E-3  	0.45 hours/million states
14016000	-4485.3287  	-192.6682   	-4292.6605  	31.8731     	3.59057E-3  	0.45 hours/million states
14017000	-4477.1992  	-197.6177   	-4279.5815  	30.0095     	3.7609E-3   	0.45 hours/million states
14018000	-4475.8605  	-194.9749   	-4280.8856  	32.0504     	3.92273E-3  	0.45 hours/million states
14019000	-4481.3885  	-188.9714   	-4292.4171  	30.5209     	4.67688E-3  	0.45 hours/million states
14020000	-4477.3577  	-188.7598   	-4288.5979  	29.2788     	4.18807E-3  	0.45 hours/million states
14021000	-4485.6273  	-194.7043   	-4290.9230  	31.1945     	4.04795E-3  	0.45 hours/million states
14022000	-4478.2703  	-196.9024   	-4281.3678  	31.8469     	3.51728E-3  	0.45 hours/million states
14023000	-4471.2956  	-195.0328   	-4276.2628  	31.6436     	4.12075E-3  	0.45 hours/million states
14024000	-4487.1287  	-201.2811   	-4285.8477  	30.3750     	3.60416E-3  	0.45 hours/million states
14025000	-4478.2607  	-197.4332   	-4280.8275  	34.6272     	3.36443E-3  	0.45 hours/million states
14026000	-4474.5831  	-200.6482   	-4273.9349  	33.4836     	3.73219E-3  	0.45 hours/million states
14027000	-4476.5341  	-199.4196   	-4277.1145  	33.6045     	3.65946E-3  	0.45 hours/million states
14028000	-4477.1983  	-198.6453   	-4278.5530  	32.6758     	3.67177E-3  	0.45 hours/million states
14029000	-4479.7307  	-202.4307   	-4277.3000  	30.0685     	3.56918E-3  	0.45 hours/million states
14030000	-4478.0225  	-193.9007   	-4284.1218  	33.6813     	3.47777E-3  	0.45 hours/million states
14031000	-4481.1631  	-202.9536   	-4278.2095  	35.0940     	3.60421E-3  	0.45 hours/million states
14032000	-4488.3530  	-207.4955   	-4280.8575  	34.3018     	3.52351E-3  	0.45 hours/million states
14033000	-4489.5542  	-207.2504   	-4282.3037  	31.5338     	3.75342E-3  	0.45 hours/million states
14034000	-4485.5986  	-205.1713   	-4280.4274  	33.4532     	3.47754E-3  	0.45 hours/million states
14035000	-4477.9418  	-203.2708   	-4274.6710  	29.9871     	3.60162E-3  	0.45 hours/million states
14036000	-4486.6824  	-204.1689   	-4282.5135  	31.7158     	3.65404E-3  	0.45 hours/million states
14037000	-4475.4356  	-198.5054   	-4276.9303  	32.4404     	3.59699E-3  	0.45 hours/million states
